unit,sex,age,region,year,value
YR,F,Y36,UK,2001,45.5
YR,F,Y37,UK,2001,44.5
YR,F,Y38,UK,2001,43.6
YR,F,Y39,UK,2001,42.6
YR,F,Y4,UK,2001,77.0
YR,F,Y40,UK,2001,41.6
YR,F,Y41,UK,2001,40.7
YR,F,Y42,UK,2001,39.7
YR,F,Y43,UK,2001,38.8
YR,F,Y44,UK,2001,37.8
YR,F,Y45,UK,2001,36.9
YR,F,Y46,UK,2001,35.9
YR,F,Y47,UK,2001,35.0
YR,F,Y48,UK,2001,34.1
YR,F,Y49,UK,2001,33.1
YR,F,Y5,UK,2001,76.0
YR,F,Y50,UK,2001,32.2
YR,F,Y51,UK,2001,31.3
YR,F,Y52,UK,2001,30.4
YR,F,Y53,UK,2001,29.5
YR,F,Y54,UK,2001,28.6
YR,F,Y55,UK,2001,27.7
YR,F,Y56,UK,2001,26.8
YR,F,Y57,UK,2001,25.9
YR,F,Y58,UK,2001,25.1
YR,F,Y59,UK,2001,24.2
YR,F,Y6,UK,2001,75.0
YR,F,Y60,UK,2001,23.3
YR,F,Y61,UK,2001,22.5
YR,F,Y62,UK,2001,21.6
YR,F,Y63,UK,2001,20.8
YR,F,Y64,UK,2001,20.0
YR,F,Y65,UK,2001,19.2
YR,F,Y66,UK,2001,18.4
YR,F,Y67,UK,2001,17.6
YR,F,Y68,UK,2001,16.8
YR,F,Y69,UK,2001,16.0
YR,F,Y7,UK,2001,74.0
YR,F,Y70,UK,2001,15.3
YR,F,Y71,UK,2001,14.6
YR,F,Y72,UK,2001,13.8
YR,F,Y73,UK,2001,13.2
YR,F,Y74,UK,2001,12.5
YR,F,Y75,UK,2001,11.8
YR,F,Y76,UK,2001,11.2
YR,F,Y77,UK,2001,10.6
YR,F,Y78,UK,2001,10.0
YR,F,Y79,UK,2001,9.4
YR,F,Y8,UK,2001,73.0
YR,F,Y80,UK,2001,8.8
YR,F,Y81,UK,2001,8.3
YR,F,Y82,UK,2001,7.8
YR,F,Y83,UK,2001,7.3
YR,F,Y84,UK,2001,6.8
YR,F,Y9,UK,2001,72.0
YR,F,Y_GE85,UK,2001,6.4
YR,F,Y_LT1,UK,2001,80.5
YR,M,Y1,UK,2001,75.3
YR,M,Y10,UK,2001,66.4
YR,M,Y11,UK,2001,65.4
YR,M,Y12,UK,2001,64.4
YR,M,Y13,UK,2001,63.4
YR,M,Y14,UK,2001,62.4
YR,M,Y15,UK,2001,61.4
YR,M,Y16,UK,2001,60.4
YR,M,Y17,UK,2001,59.5
YR,M,Y18,UK,2001,58.5
YR,M,Y19,UK,2001,57.6
YR,M,Y2,UK,2001,74.3
YR,M,Y20,UK,2001,56.6
YR,M,Y21,UK,2001,55.6
YR,M,Y22,UK,2001,54.7
YR,M,Y23,UK,2001,53.7
YR,M,Y24,UK,2001,52.8
YR,M,Y25,UK,2001,51.8
YR,M,Y26,UK,2001,50.9
YR,M,Y27,UK,2001,49.9
YR,M,Y28,UK,2001,49.0
YR,M,Y29,UK,2001,48.0
YR,M,Y3,UK,2001,73.3
YR,M,Y30,UK,2001,47.0
YR,M,Y31,UK,2001,46.1
YR,M,Y32,UK,2001,45.1
YR,M,Y33,UK,2001,44.2
YR,M,Y34,UK,2001,43.2
YR,M,Y35,UK,2001,42.3
YR,M,Y36,UK,2001,41.3
YR,M,Y37,UK,2001,40.4
YR,M,Y38,UK,2001,39.4
YR,M,Y39,UK,2001,38.5
YR,M,Y4,UK,2001,72.3
YR,M,Y40,UK,2001,37.6
YR,M,Y41,UK,2001,36.6
YR,M,Y42,UK,2001,35.7
YR,M,Y43,UK,2001,34.8
YR,M,Y44,UK,2001,33.8
YR,M,Y45,UK,2001,32.9
YR,M,Y46,UK,2001,32.0
YR,M,Y47,UK,2001,31.1
YR,M,Y48,UK,2001,30.2
YR,M,Y49,UK,2001,29.3
YR,M,Y5,UK,2001,71.3
YR,M,Y50,UK,2001,28.4
YR,M,Y51,UK,2001,27.5
YR,M,Y52,UK,2001,26.6
YR,M,Y53,UK,2001,25.7
YR,M,Y54,UK,2001,24.9
YR,M,Y55,UK,2001,24.0
YR,M,Y56,UK,2001,23.2
YR,M,Y57,UK,2001,22.3
YR,M,Y58,UK,2001,21.5
YR,M,Y59,UK,2001,20.7
YR,M,Y6,UK,2001,70.4
YR,M,Y60,UK,2001,19.9
YR,M,Y61,UK,2001,19.1
YR,M,Y62,UK,2001,18.3
YR,M,Y63,UK,2001,17.6
YR,M,Y64,UK,2001,16.8
YR,M,Y65,UK,2001,16.1
YR,M,Y66,UK,2001,15.3
YR,M,Y67,UK,2001,14.6
YR,M,Y68,UK,2001,13.9
YR,M,Y69,UK,2001,13.3
YR,M,Y7,UK,2001,69.4
YR,M,Y70,UK,2001,12.6
YR,M,Y71,UK,2001,12.0
YR,M,Y72,UK,2001,11.4
YR,M,Y73,UK,2001,10.8
YR,M,Y74,UK,2001,10.2
YR,M,Y75,UK,2001,9.6
YR,M,Y76,UK,2001,9.1
YR,M,Y77,UK,2001,8.6
YR,M,Y78,UK,2001,8.1
YR,M,Y79,UK,2001,7.7
YR,M,Y8,UK,2001,68.4
YR,M,Y80,UK,2001,7.2
YR,M,Y81,UK,2001,6.8
YR,M,Y82,UK,2001,6.5
YR,M,Y83,UK,2001,6.0
YR,M,Y84,UK,2001,5.6
YR,M,Y9,UK,2001,67.4
YR,M,Y_GE85,UK,2001,5.3
YR,M,Y_LT1,UK,2001,75.8
YR,T,Y1,UK,2001,77.7
YR,T,Y10,UK,2001,68.8
YR,T,Y11,UK,2001,67.8
YR,T,Y12,UK,2001,66.8
YR,T,Y13,UK,2001,65.8
YR,T,Y14,UK,2001,64.8
YR,T,Y15,UK,2001,63.8
YR,T,Y16,UK,2001,62.8
YR,T,Y17,UK,2001,61.9
YR,T,Y18,UK,2001,60.9
YR,T,Y19,UK,2001,59.9
YR,T,Y2,UK,2001,76.7
YR,T,Y20,UK,2001,58.9
YR,T,Y21,UK,2001,58.0
YR,T,Y22,UK,2001,57.0
YR,T,Y23,UK,2001,56.0
YR,T,Y24,UK,2001,55.1
YR,T,Y25,UK,2001,54.1
YR,T,Y26,UK,2001,53.1
YR,T,Y27,UK,2001,52.2
YR,T,Y28,UK,2001,51.2
YR,T,Y29,UK,2001,50.2
YR,T,Y3,UK,2001,75.7
YR,T,Y30,UK,2001,49.3
YR,T,Y31,UK,2001,48.3
YR,T,Y32,UK,2001,47.3
YR,T,Y33,UK,2001,46.4
YR,T,Y34,UK,2001,45.4
YR,T,Y35,UK,2001,44.5
YR,T,Y36,UK,2001,43.5
YR,T,Y37,UK,2001,42.5
YR,T,Y38,UK,2001,41.6
YR,T,Y39,UK,2001,40.6
YR,T,Y4,UK,2001,74.7
YR,T,Y40,UK,2001,39.7
YR,T,Y41,UK,2001,38.7
YR,T,Y42,UK,2001,37.8
YR,T,Y43,UK,2001,36.8
YR,T,Y44,UK,2001,35.9
YR,T,Y45,UK,2001,35.0
YR,T,Y46,UK,2001,34.0
YR,T,Y47,UK,2001,33.1
YR,T,Y48,UK,2001,32.2
YR,T,Y49,UK,2001,31.3
YR,T,Y5,UK,2001,73.7
YR,T,Y50,UK,2001,30.4
YR,T,Y51,UK,2001,29.5
YR,T,Y52,UK,2001,28.6
YR,T,Y53,UK,2001,27.7
YR,T,Y54,UK,2001,26.8
YR,T,Y55,UK,2001,26.0
YR,T,Y56,UK,2001,25.1
YR,T,Y57,UK,2001,24.2
YR,T,Y58,UK,2001,23.4
YR,T,Y59,UK,2001,22.5
YR,T,Y6,UK,2001,72.7
YR,T,Y60,UK,2001,21.7
YR,T,Y61,UK,2001,20.9
YR,T,Y62,UK,2001,20.1
YR,T,Y63,UK,2001,19.3
YR,T,Y64,UK,2001,18.5
YR,T,Y65,UK,2001,17.8
YR,T,Y66,UK,2001,17.0
YR,T,Y67,UK,2001,16.3
YR,T,Y68,UK,2001,15.5
YR,T,Y69,UK,2001,14.8
YR,T,Y7,UK,2001,71.8
YR,T,Y70,UK,2001,14.1
YR,T,Y71,UK,2001,13.4
YR,T,Y72,UK,2001,12.8
YR,T,Y73,UK,2001,12.1
YR,T,Y74,UK,2001,11.5
YR,T,Y75,UK,2001,10.9
YR,T,Y76,UK,2001,10.4
YR,T,Y77,UK,2001,9.8
YR,T,Y78,UK,2001,9.3
YR,T,Y79,UK,2001,8.7
YR,T,Y8,UK,2001,70.8
YR,T,Y80,UK,2001,8.2
YR,T,Y81,UK,2001,7.8
YR,T,Y82,UK,2001,7.4
YR,T,Y83,UK,2001,6.9
YR,T,Y84,UK,2001,6.4
YR,T,Y9,UK,2001,69.8
YR,T,Y_GE85,UK,2001,6.1
YR,T,Y_LT1,UK,2001,78.2
YR,F,Y1,UK,2000,79.7
YR,F,Y10,UK,2000,70.8
YR,F,Y11,UK,2000,69.8
YR,F,Y12,UK,2000,68.8
YR,F,Y13,UK,2000,67.9
YR,F,Y14,UK,2000,66.9
YR,F,Y15,UK,2000,65.9
YR,F,Y16,UK,2000,64.9
YR,F,Y17,UK,2000,63.9
YR,F,Y18,UK,2000,62.9
YR,F,Y19,UK,2000,61.9
YR,F,Y2,UK,2000,78.8
YR,F,Y20,UK,2000,60.9
YR,F,Y21,UK,2000,60.0
YR,F,Y22,UK,2000,59.0
YR,F,Y23,UK,2000,58.0
YR,F,Y24,UK,2000,57.0
YR,F,Y25,UK,2000,56.0
YR,F,Y26,UK,2000,55.1
YR,F,Y27,UK,2000,54.1
YR,F,Y28,UK,2000,53.1
YR,F,Y29,UK,2000,52.1
YR,F,Y3,UK,2000,77.8
YR,F,Y30,UK,2000,51.1
YR,F,Y31,UK,2000,50.2
YR,F,Y32,UK,2000,49.2
YR,F,Y33,UK,2000,48.2
YR,F,Y34,UK,2000,47.2
YR,F,Y35,UK,2000,46.3
YR,F,Y36,UK,2000,45.3
YR,F,Y37,UK,2000,44.3
YR,F,Y38,UK,2000,43.4
YR,F,Y39,UK,2000,42.4
YR,F,Y4,UK,2000,76.8
YR,F,Y40,UK,2000,41.4
YR,F,Y41,UK,2000,40.5
YR,F,Y42,UK,2000,39.5
YR,F,Y43,UK,2000,38.6
YR,F,Y44,UK,2000,37.6
YR,F,Y45,UK,2000,36.7
YR,F,Y46,UK,2000,35.7
YR,F,Y47,UK,2000,34.8
YR,F,Y48,UK,2000,33.9
YR,F,Y49,UK,2000,33.0
YR,F,Y5,UK,2000,75.8
YR,F,Y50,UK,2000,32.0
YR,F,Y51,UK,2000,31.1
YR,F,Y52,UK,2000,30.2
YR,F,Y53,UK,2000,29.3
YR,F,Y54,UK,2000,28.4
YR,F,Y55,UK,2000,27.5
YR,F,Y56,UK,2000,26.6
YR,F,Y57,UK,2000,25.8
YR,F,Y58,UK,2000,24.9
YR,F,Y59,UK,2000,24.0
YR,F,Y6,UK,2000,74.8
YR,F,Y60,UK,2000,23.2
YR,F,Y61,UK,2000,22.3
YR,F,Y62,UK,2000,21.5
YR,F,Y63,UK,2000,20.7
YR,F,Y64,UK,2000,19.8
YR,F,Y65,UK,2000,19.0
YR,F,Y66,UK,2000,18.2
YR,F,Y67,UK,2000,17.5
YR,F,Y68,UK,2000,16.7
YR,F,Y69,UK,2000,15.9
YR,F,Y7,UK,2000,73.8
YR,F,Y70,UK,2000,15.2
YR,F,Y71,UK,2000,14.5
YR,F,Y72,UK,2000,13.8
YR,F,Y73,UK,2000,13.1
YR,F,Y74,UK,2000,12.4
YR,F,Y75,UK,2000,11.8
YR,F,Y76,UK,2000,11.1
YR,F,Y77,UK,2000,10.5
YR,F,Y78,UK,2000,9.9
YR,F,Y79,UK,2000,9.4
YR,F,Y8,UK,2000,72.8
YR,F,Y80,UK,2000,8.8
YR,F,Y81,UK,2000,8.3
YR,F,Y82,UK,2000,7.8
YR,F,Y83,UK,2000,7.3
YR,F,Y84,UK,2000,6.8
YR,F,Y9,UK,2000,71.8
YR,F,Y_GE85,UK,2000,6.4
YR,F,Y_LT1,UK,2000,80.3
YR,M,Y1,UK,2000,75.0
YR,M,Y10,UK,2000,66.1
YR,M,Y11,UK,2000,65.1
YR,M,Y12,UK,2000,64.1
YR,M,Y13,UK,2000,63.1
YR,M,Y14,UK,2000,62.1
YR,M,Y15,UK,2000,61.1
YR,M,Y16,UK,2000,60.2
YR,M,Y17,UK,2000,59.2
YR,M,Y18,UK,2000,58.2
YR,M,Y19,UK,2000,57.3
YR,M,Y2,UK,2000,74.0
YR,M,Y20,UK,2000,56.3
YR,M,Y21,UK,2000,55.3
YR,M,Y22,UK,2000,54.4
YR,M,Y23,UK,2000,53.4
YR,M,Y24,UK,2000,52.5
YR,M,Y25,UK,2000,51.5
YR,M,Y26,UK,2000,50.6
YR,M,Y27,UK,2000,49.6
YR,M,Y28,UK,2000,48.7
YR,M,Y29,UK,2000,47.7
YR,M,Y3,UK,2000,73.0
YR,M,Y30,UK,2000,46.8
YR,M,Y31,UK,2000,45.8
YR,M,Y32,UK,2000,44.9
YR,M,Y33,UK,2000,43.9
YR,M,Y34,UK,2000,43.0
YR,M,Y35,UK,2000,42.0
YR,M,Y36,UK,2000,41.1
YR,M,Y37,UK,2000,40.1
YR,M,Y38,UK,2000,39.2
YR,M,Y39,UK,2000,38.2
YR,M,Y4,UK,2000,72.0
YR,M,Y40,UK,2000,37.3
YR,M,Y41,UK,2000,36.3
YR,M,Y42,UK,2000,35.4
YR,M,Y43,UK,2000,34.5
YR,M,Y44,UK,2000,33.5
YR,M,Y45,UK,2000,32.6
YR,M,Y46,UK,2000,31.7
YR,M,Y47,UK,2000,30.8
YR,M,Y48,UK,2000,29.9
YR,M,Y49,UK,2000,29.0
YR,M,Y5,UK,2000,71.0
YR,M,Y50,UK,2000,28.1
YR,M,Y51,UK,2000,27.2
YR,M,Y52,UK,2000,26.3
YR,M,Y53,UK,2000,25.4
YR,M,Y54,UK,2000,24.6
YR,M,Y55,UK,2000,23.7
YR,M,Y56,UK,2000,22.9
YR,M,Y57,UK,2000,22.0
YR,M,Y58,UK,2000,21.2
YR,M,Y59,UK,2000,20.4
YR,M,Y6,UK,2000,70.0
YR,M,Y60,UK,2000,19.6
YR,M,Y61,UK,2000,18.8
YR,M,Y62,UK,2000,18.0
YR,M,Y63,UK,2000,17.3
YR,M,Y64,UK,2000,16.5
YR,M,Y65,UK,2000,15.8
YR,M,Y66,UK,2000,15.1
YR,M,Y67,UK,2000,14.4
YR,M,Y68,UK,2000,13.7
YR,M,Y69,UK,2000,13.0
YR,M,Y7,UK,2000,69.1
YR,M,Y70,UK,2000,12.4
YR,M,Y71,UK,2000,11.8
YR,M,Y72,UK,2000,11.2
YR,M,Y73,UK,2000,10.6
YR,M,Y74,UK,2000,10.0
YR,M,Y75,UK,2000,9.5
YR,M,Y76,UK,2000,9.0
YR,M,Y77,UK,2000,8.5
YR,M,Y78,UK,2000,8.0
YR,M,Y79,UK,2000,7.6
YR,M,Y8,UK,2000,68.1
YR,M,Y80,UK,2000,7.2
YR,M,Y81,UK,2000,6.8
YR,M,Y82,UK,2000,6.3
YR,M,Y83,UK,2000,5.9
YR,M,Y84,UK,2000,5.6
YR,M,Y9,UK,2000,67.1
YR,M,Y_GE85,UK,2000,5.3
YR,M,Y_LT1,UK,2000,75.5
YR,T,Y1,UK,2000,77.4
YR,T,Y10,UK,2000,68.5
YR,T,Y11,UK,2000,67.5
YR,T,Y12,UK,2000,66.5
YR,T,Y13,UK,2000,65.6
YR,T,Y14,UK,2000,64.6
YR,T,Y15,UK,2000,63.6
YR,T,Y16,UK,2000,62.6
YR,T,Y17,UK,2000,61.6
YR,T,Y18,UK,2000,60.6
YR,T,Y19,UK,2000,59.7
YR,T,Y2,UK,2000,76.4
YR,T,Y20,UK,2000,58.7
YR,T,Y21,UK,2000,57.7
YR,T,Y22,UK,2000,56.8
YR,T,Y23,UK,2000,55.8
YR,T,Y24,UK,2000,54.8
YR,T,Y25,UK,2000,53.9
YR,T,Y26,UK,2000,52.9
YR,T,Y27,UK,2000,51.9
YR,T,Y28,UK,2000,51.0
YR,T,Y29,UK,2000,50.0
YR,T,Y3,UK,2000,75.5
YR,T,Y30,UK,2000,49.0
YR,T,Y31,UK,2000,48.1
YR,T,Y32,UK,2000,47.1
YR,T,Y33,UK,2000,46.1
YR,T,Y34,UK,2000,45.2
YR,T,Y35,UK,2000,44.2
YR,T,Y36,UK,2000,43.3
YR,T,Y37,UK,2000,42.3
YR,T,Y38,UK,2000,41.3
YR,T,Y39,UK,2000,40.4
YR,T,Y4,UK,2000,74.5
YR,T,Y40,UK,2000,39.4
YR,T,Y41,UK,2000,38.5
YR,T,Y42,UK,2000,37.6
YR,T,Y43,UK,2000,36.6
YR,T,Y44,UK,2000,35.7
YR,T,Y45,UK,2000,34.7
YR,T,Y46,UK,2000,33.8
YR,T,Y47,UK,2000,32.9
YR,T,Y48,UK,2000,32.0
YR,T,Y49,UK,2000,31.1
YR,T,Y5,UK,2000,73.5
YR,T,Y50,UK,2000,30.2
YR,T,Y51,UK,2000,29.3
YR,T,Y52,UK,2000,28.4
YR,T,Y53,UK,2000,27.5
YR,T,Y54,UK,2000,26.6
YR,T,Y55,UK,2000,25.7
YR,T,Y56,UK,2000,24.9
YR,T,Y57,UK,2000,24.0
YR,T,Y58,UK,2000,23.2
YR,T,Y59,UK,2000,22.3
YR,T,Y6,UK,2000,72.5
YR,T,Y60,UK,2000,21.5
YR,T,Y61,UK,2000,20.7
YR,T,Y62,UK,2000,19.9
YR,T,Y63,UK,2000,19.1
YR,T,Y64,UK,2000,18.3
YR,T,Y65,UK,2000,17.6
YR,T,Y66,UK,2000,16.8
YR,T,Y67,UK,2000,16.1
YR,T,Y68,UK,2000,15.4
YR,T,Y69,UK,2000,14.7
YR,T,Y7,UK,2000,71.5
YR,T,Y70,UK,2000,14.0
YR,T,Y71,UK,2000,13.3
YR,T,Y72,UK,2000,12.7
YR,T,Y73,UK,2000,12.0
YR,T,Y74,UK,2000,11.4
YR,T,Y75,UK,2000,10.9
YR,T,Y76,UK,2000,10.3
YR,T,Y77,UK,2000,9.7
YR,T,Y78,UK,2000,9.2
YR,T,Y79,UK,2000,8.7
YR,T,Y8,UK,2000,70.5
YR,T,Y80,UK,2000,8.2
YR,T,Y81,UK,2000,7.8
YR,T,Y82,UK,2000,7.3
YR,T,Y83,UK,2000,6.8
YR,T,Y84,UK,2000,6.4
YR,T,Y9,UK,2000,69.5
YR,T,Y_GE85,UK,2000,6.1
YR,T,Y_LT1,UK,2000,78.0
YR,F,Y1,UK,1999,79.3
YR,F,Y10,UK,1999,70.4
YR,F,Y11,UK,1999,69.4
YR,F,Y12,UK,1999,68.4
YR,F,Y13,UK,1999,67.4
YR,F,Y14,UK,1999,66.4
YR,F,Y15,UK,1999,65.4
YR,F,Y16,UK,1999,64.4
YR,F,Y17,UK,1999,63.4
YR,F,Y18,UK,1999,62.5
YR,F,Y19,UK,1999,61.5
YR,F,Y2,UK,1999,78.3
YR,F,Y20,UK,1999,60.5
YR,F,Y21,UK,1999,59.5
YR,F,Y22,UK,1999,58.5
YR,F,Y23,UK,1999,57.6
YR,F,Y24,UK,1999,56.6
YR,F,Y25,UK,1999,55.6
YR,F,Y26,UK,1999,54.6
YR,F,Y27,UK,1999,53.6
YR,F,Y28,UK,1999,52.6
YR,F,Y29,UK,1999,51.7
YR,F,Y3,UK,1999,77.3
YR,F,Y30,UK,1999,50.7
YR,F,Y31,UK,1999,49.7
YR,F,Y32,UK,1999,48.7
YR,F,Y33,UK,1999,47.8
YR,F,Y34,UK,1999,46.8
YR,F,Y35,UK,1999,45.8
YR,F,Y36,UK,1999,44.8
YR,F,Y37,UK,1999,43.9
YR,F,Y38,UK,1999,42.9
YR,F,Y39,UK,1999,41.9
YR,F,Y4,UK,1999,76.3
YR,F,Y40,UK,1999,41.0
YR,F,Y41,UK,1999,40.0
YR,F,Y42,UK,1999,39.1
YR,F,Y43,UK,1999,38.1
YR,F,Y44,UK,1999,37.2
YR,F,Y45,UK,1999,36.2
YR,F,Y46,UK,1999,35.3
YR,F,Y47,UK,1999,34.4
YR,F,Y48,UK,1999,33.4
YR,F,Y49,UK,1999,32.5
YR,F,Y5,UK,1999,75.3
YR,F,Y50,UK,1999,31.6
YR,F,Y51,UK,1999,30.7
YR,F,Y52,UK,1999,29.8
YR,F,Y53,UK,1999,28.9
YR,F,Y54,UK,1999,27.9
YR,F,Y55,UK,1999,27.1
YR,F,Y56,UK,1999,26.2
YR,F,Y57,UK,1999,25.3
YR,F,Y58,UK,1999,24.4
YR,F,Y59,UK,1999,23.6
YR,F,Y6,UK,1999,74.3
YR,F,Y60,UK,1999,22.7
YR,F,Y61,UK,1999,21.9
YR,F,Y62,UK,1999,21.0
YR,F,Y63,UK,1999,20.2
YR,F,Y64,UK,1999,19.4
YR,F,Y65,UK,1999,18.6
YR,F,Y66,UK,1999,17.8
YR,F,Y67,UK,1999,17.0
YR,F,Y68,UK,1999,16.3
YR,F,Y69,UK,1999,15.5
YR,F,Y7,UK,1999,73.4
YR,F,Y70,UK,1999,14.8
YR,F,Y71,UK,1999,14.1
YR,F,Y72,UK,1999,13.4
YR,F,Y73,UK,1999,12.7
YR,F,Y74,UK,1999,12.0
YR,F,Y75,UK,1999,11.4
YR,F,Y76,UK,1999,10.8
YR,F,Y77,UK,1999,10.2
YR,F,Y78,UK,1999,9.6
YR,F,Y79,UK,1999,9.1
YR,F,Y8,UK,1999,72.4
YR,F,Y80,UK,1999,8.5
YR,F,Y81,UK,1999,8.0
YR,F,Y82,UK,1999,7.5
YR,F,Y83,UK,1999,7.0
YR,F,Y84,UK,1999,6.5
YR,F,Y9,UK,1999,71.4
YR,F,Y_GE85,UK,1999,6.1
YR,F,Y_LT1,UK,1999,79.9
YR,M,Y1,UK,1999,74.5
YR,M,Y10,UK,1999,65.6
YR,M,Y11,UK,1999,64.6
YR,M,Y12,UK,1999,63.6
YR,M,Y13,UK,1999,62.6
YR,M,Y14,UK,1999,61.6
YR,M,Y15,UK,1999,60.6
YR,M,Y16,UK,1999,59.7
YR,M,Y17,UK,1999,58.7
YR,M,Y18,UK,1999,57.7
YR,M,Y19,UK,1999,56.8
YR,M,Y2,UK,1999,73.5
YR,M,Y20,UK,1999,55.8
YR,M,Y21,UK,1999,54.9
YR,M,Y22,UK,1999,53.9
YR,M,Y23,UK,1999,53.0
YR,M,Y24,UK,1999,52.0
YR,M,Y25,UK,1999,51.1
YR,M,Y26,UK,1999,50.1
YR,M,Y27,UK,1999,49.1
YR,M,Y28,UK,1999,48.2
YR,M,Y29,UK,1999,47.2
YR,M,Y3,UK,1999,72.5
YR,M,Y30,UK,1999,46.3
YR,M,Y31,UK,1999,45.3
YR,M,Y32,UK,1999,44.4
YR,M,Y33,UK,1999,43.4
YR,M,Y34,UK,1999,42.5
YR,M,Y35,UK,1999,41.5
YR,M,Y36,UK,1999,40.6
YR,M,Y37,UK,1999,39.6
YR,M,Y38,UK,1999,38.7
YR,M,Y39,UK,1999,37.7
YR,M,Y4,UK,1999,71.5
YR,M,Y40,UK,1999,36.8
YR,M,Y41,UK,1999,35.9
YR,M,Y42,UK,1999,34.9
YR,M,Y43,UK,1999,34.0
YR,M,Y44,UK,1999,33.1
YR,M,Y45,UK,1999,32.1
YR,M,Y46,UK,1999,31.2
YR,M,Y47,UK,1999,30.3
YR,M,Y48,UK,1999,29.4
YR,M,Y49,UK,1999,28.5
YR,M,Y5,UK,1999,70.5
YR,M,Y50,UK,1999,27.6
YR,M,Y51,UK,1999,26.7
YR,M,Y52,UK,1999,25.8
YR,M,Y53,UK,1999,25.0
YR,M,Y54,UK,1999,24.1
YR,M,Y55,UK,1999,23.2
YR,M,Y56,UK,1999,22.4
YR,M,Y57,UK,1999,21.6
YR,M,Y58,UK,1999,20.8
YR,M,Y59,UK,1999,20.0
YR,M,Y6,UK,1999,69.6
YR,M,Y60,UK,1999,19.2
YR,M,Y61,UK,1999,18.4
YR,M,Y62,UK,1999,17.6
YR,M,Y63,UK,1999,16.9
YR,M,Y64,UK,1999,16.1
YR,M,Y65,UK,1999,15.4
YR,M,Y66,UK,1999,14.7
YR,M,Y67,UK,1999,14.0
YR,M,Y68,UK,1999,13.3
YR,M,Y69,UK,1999,12.7
YR,M,Y7,UK,1999,68.6
YR,M,Y70,UK,1999,12.0
YR,M,Y71,UK,1999,11.4
YR,M,Y72,UK,1999,10.8
YR,M,Y73,UK,1999,10.3
YR,M,Y74,UK,1999,9.7
YR,M,Y75,UK,1999,9.2
YR,M,Y76,UK,1999,8.7
YR,M,Y77,UK,1999,8.2
YR,M,Y78,UK,1999,7.8
YR,M,Y79,UK,1999,7.3
YR,M,Y8,UK,1999,67.6
YR,M,Y80,UK,1999,6.9
YR,M,Y81,UK,1999,6.5
YR,M,Y82,UK,1999,6.1
YR,M,Y83,UK,1999,5.7
YR,M,Y84,UK,1999,5.4
YR,M,Y9,UK,1999,66.6
YR,M,Y_GE85,UK,1999,5.1
YR,M,Y_LT1,UK,1999,75.0
YR,T,Y1,UK,1999,76.9
YR,T,Y10,UK,1999,68.0
YR,T,Y11,UK,1999,67.1
YR,T,Y12,UK,1999,66.1
YR,T,Y13,UK,1999,65.1
YR,T,Y14,UK,1999,64.1
YR,T,Y15,UK,1999,63.1
YR,T,Y16,UK,1999,62.1
YR,T,Y17,UK,1999,61.1
YR,T,Y18,UK,1999,60.2
YR,T,Y19,UK,1999,59.2
YR,T,Y2,UK,1999,76.0
YR,T,Y20,UK,1999,58.2
YR,T,Y21,UK,1999,57.3
YR,T,Y22,UK,1999,56.3
YR,T,Y23,UK,1999,55.3
YR,T,Y24,UK,1999,54.4
YR,T,Y25,UK,1999,53.4
YR,T,Y26,UK,1999,52.4
YR,T,Y27,UK,1999,51.5
YR,T,Y28,UK,1999,50.5
YR,T,Y29,UK,1999,49.5
YR,T,Y3,UK,1999,75.0
YR,T,Y30,UK,1999,48.6
YR,T,Y31,UK,1999,47.6
YR,T,Y32,UK,1999,46.6
YR,T,Y33,UK,1999,45.7
YR,T,Y34,UK,1999,44.7
YR,T,Y35,UK,1999,43.7
YR,T,Y36,UK,1999,42.8
YR,T,Y37,UK,1999,41.8
YR,T,Y38,UK,1999,40.9
YR,T,Y39,UK,1999,39.9
YR,T,Y4,UK,1999,74.0
YR,T,Y40,UK,1999,39.0
YR,T,Y41,UK,1999,38.0
YR,T,Y42,UK,1999,37.1
YR,T,Y43,UK,1999,36.1
YR,T,Y44,UK,1999,35.2
YR,T,Y45,UK,1999,34.3
YR,T,Y46,UK,1999,33.3
YR,T,Y47,UK,1999,32.4
YR,T,Y48,UK,1999,31.5
YR,T,Y49,UK,1999,30.6
YR,T,Y5,UK,1999,73.0
YR,T,Y50,UK,1999,29.7
YR,T,Y51,UK,1999,28.8
YR,T,Y52,UK,1999,27.9
YR,T,Y53,UK,1999,27.0
YR,T,Y54,UK,1999,26.1
YR,T,Y55,UK,1999,25.2
YR,T,Y56,UK,1999,24.4
YR,T,Y57,UK,1999,23.5
YR,T,Y58,UK,1999,22.7
YR,T,Y59,UK,1999,21.9
YR,T,Y6,UK,1999,72.0
YR,T,Y60,UK,1999,21.0
YR,T,Y61,UK,1999,20.2
YR,T,Y62,UK,1999,19.4
YR,T,Y63,UK,1999,18.7
YR,T,Y64,UK,1999,17.9
YR,T,Y65,UK,1999,17.1
YR,T,Y66,UK,1999,16.4
YR,T,Y67,UK,1999,15.7
YR,T,Y68,UK,1999,14.9
YR,T,Y69,UK,1999,14.2
YR,T,Y7,UK,1999,71.0
YR,T,Y70,UK,1999,13.6
YR,T,Y71,UK,1999,12.9
YR,T,Y72,UK,1999,12.3
YR,T,Y73,UK,1999,11.7
YR,T,Y74,UK,1999,11.1
YR,T,Y75,UK,1999,10.5
YR,T,Y76,UK,1999,10.0
